"steepness","mix.period","k","iter","E.mult","Total.like","Total.LF","Total.CPUE","BH.Steep","Tag.like","CPUE.JPPL","CPUE.PS.5","CPUE.PS.678","Max.gradient","negvals","Frecent.Fmsy","SD.fmsy","SB.SBmsy","SD.SBmsy","Sbrecent.SBF0","SD.depletion","model","model.iter"
0.850661029992919,1,0.383,27,3.22224205476881,317408.103732913,299658.527080955,-750.8520414241,2.74747236729,17615.194675513,-791.6933567258,51.0606501876,-10.2193348859,9.5028324820515e-05,0,0.315855969677827,0.0139194883566564,4.003,0.20027558,0.61804253316569,0.0228470393,"diagnostic-k4","diagnostic-k4-27"
0.798224929855316,1,0.333,28,2.72939220894376,317523.621575848,299402.162624689,-733.52964516042,3.51087531533,17975.4299749349,-796.7177466977,35.3229350251,27.86516651218,9.62525649023818e-05,0,0.310269934843314,0.0131962183654362,4.445,0.2174061,0.617191457081084,0.0232549528,"diagnostic-k3","diagnostic-k3-28"
0.888840384287698,2,0.299,29,2.18477534573426,321291.041728509,299380.40869344,-570.87864776037,4.17599829113,21695.5791834574,-586.5846355078,11.8484824591,3.85750528833,9.77406680107133e-05,0,0.284900284900285,0.0100986400822704,5.268,0.22396152,0.537898176362303,0.023345323,"diagnostic-k2","diagnostic-k2-29"
0.867760727261578,2,0.372,30,3.25012476150278,320820.553721573,299820.434106505,-542.97355430562,2.69648978388,20741.9033998816,-601.0814997918,44.055434045,14.05251144118,8.84799512112586e-05,0,0.402252614641995,0.0152076682331107,3.663,0.16118204,0.508565633021779,0.0248860131,"diagnostic-k4","diagnostic-k4-30"
0.904797359179904,2,0.223,31,4.6066381191025,321641.527369862,299298.153996927,-409.8884959719,3.11767237151,21960.403053278,-446.1627014345,19.4796956063,16.7945098563,8.0637929704583e-05,0,0.272331154684096,0.00950359650376607,5.564,0.24555171,0.504128541888123,0.0256557071,"diagnostic-k3","diagnostic-k3-31"
0.810237191554998,3,0.391,32,3.81834971948239,322605.443588657,299597.881810737,-498.3392596477,3.07038719216,22775.8921502599,-496.9079916433,15.2732800092,-16.7045480136,9.15014214226866e-05,0,0.441891294741494,0.0151735155434695,2.896,0.11481039,0.454562436846444,0.0246633693,"diagnostic-k3","diagnostic-k3-32"
0.737861861403983,3,0.227,33,4.64206145320922,323198.750492538,299545.148530147,-457.29315051838,2.91391862075,23412.878408915,-452.0512839083,4.96151405852,-10.2033806686,9.84741613583958e-05,0,0.414765657403567,0.0142730938258307,3.089,0.13500814,0.428584654655739,0.0284962767,"diagnostic-k2","diagnostic-k2-33"
0.842920603824855,1,0.362,34,2.47188625738802,317410.220968235,299408.694071936,-762.5012219079,3.08328344961,17876.498892636,-803.0013575955,49.8200323147,-9.3198966271,8.54287345004416e-05,0,0.310848616723656,0.0135469891361534,4.53,0.22383344,0.632396315424983,0.0225291328,"diagnostic-k4","diagnostic-k4-34"
0.862273799595205,2,0.263,35,3.37594560385851,321451.124754779,299417.837208676,-516.8490315277,2.64152172879,21762.2161069474,-539.4529129741,17.3574850949,5.2463963515,7.82488361395446e-05,0,0.296912114014252,0.0106608774966034,4.885,0.21255462,0.522524189772237,0.0259581511,"diagnostic-k2","diagnostic-k2-35"
0.894850886581385,3,0.4,37,4.87948969455296,322992.430537078,299923.418208236,-487.0653674267,3.43567411801,22822.72984831,-485.2626011523,15.1012392868,-16.9040055612,9.10765071280333e-05,0,0.387146728610143,0.0131037213756999,3.473,0.13535364,0.479562043957501,0.0241820356,"diagnostic-k2","diagnostic-k2-37"
0.850329597199437,1,0.399,39,4.33814463549013,317407.075837269,299750.014001742,-720.9135578169,3.00186618176,17487.5129100738,-761.2603639454,48.274992661,-7.9281865325,8.98907031995758e-05,0,0.325839035516455,0.014654871062079,3.606,0.18348231,0.609671494794254,0.0230511709,"diagnostic-k4","diagnostic-k4-39"
0.867818194050042,1,0.306,40,4.87268176497911,317956.18734421,299116.874015272,-657.4566001382,3.88780393278,18607.3111610997,-686.6098516318,28.6218709775,0.5313805161,7.58133721568062e-05,0,0.263921879123779,0.0116163577803192,4.537,0.22900481,0.639646883133287,0.0237603192,"diagnostic-k3","diagnostic-k3-40"
0.689767411606144,3,0.34,41,3.46327641263482,322726.301222662,299379.442897539,-490.9751552296,3.32721693465,23110.3741919466,-487.5161451307,14.3661444051,-17.825154504,7.1968349601136e-05,0,0.523286237571952,0.0170401554205053,2.289,0.087361381,0.40681570880708,0.0245394647,"diagnostic-k3","diagnostic-k3-41"
0.850269330060414,3,0.258,42,2.12059956382901,322936.06030531,299099.010436614,-566.37303105408,4.16235107006,23698.9682228835,-557.0931381226,4.00198424412,-13.2818771756,9.49846243846105e-05,0,0.329489291598023,0.0119890488194641,4.744,0.20958302,0.493718382628465,0.0266419247,"diagnostic-k3","diagnostic-k3-42"
0.719817837133927,1,0.358,43,2.62384711740836,317428.050147594,299392.147487731,-743.7026828927,3.01838392567,17891.266230338,-793.2253849933,49.6573895465,-0.134687445899999,9.99410929668333e-05,0,0.365497076023392,0.015463299156045,3.598,0.172554,0.60535331480179,0.021746365,"diagnostic-k4","diagnostic-k4-43"
0.873841312702569,2,0.297,44,4.58935738858029,321386.801656114,300033.428104315,-491.02135319486,2.50326688362,21049.3943274346,-554.9071589528,46.7028928605,17.18291289744,9.11182286428053e-05,0,0.429553264604811,0.01594737781391,3.551,0.15462587,0.467383574393112,0.0254188885,"diagnostic-k4","diagnostic-k4-44"
0.866402979071755,1,0.292,45,3.02614041293971,317822.425851538,299757.750907087,-745.693395844,2.66524783365,17948.1533381063,-799.6909583823,48.6118953719,5.3856671664,5.15582894967975e-05,0,0.356633380884451,0.015190089041077,4.274,0.21355467,0.546591804061281,0.0253444329,"diagnostic-k4","diagnostic-k4-45"
0.851208826163116,3,0.244,46,2.37690419327674,322835.1253927,299346.756324017,-560.54854043345,3.65104641052,23353.8897703906,-561.810955179,7.32457685285,-6.0621621073,9.1409723645504e-05,0,0.337040781934614,0.0115951436326369,4.77,0.20689465,0.473259696467807,0.0263200161,"diagnostic-k3","diagnostic-k3-46"
0.921138306738166,1,0.284,47,4.85247145096881,318311.564413842,299201.968159748,-622.27841125071,3.51091027093,18843.4251297263,-620.9845234914,9.93006127339,-11.2239490327,9.5600074779019e-05,0,0.204792135981978,0.00928239531303161,5.722,0.30201061,0.626376907754651,0.0256909548,"diagnostic-k2","diagnostic-k2-47"
0.857612100296387,1,0.254,48,4.63099803298106,318326.529677618,299141.880168417,-595.11469630853,3.12840574052,18896.4834833528,-618.53950811363,14.6835799809,8.74123182420001,8.60096755004743e-05,0,0.234082397003745,0.00989157226132316,5.091,0.25427241,0.607855554546725,0.0246866794,"diagnostic-k2","diagnostic-k2-48"
0.798192719318306,2,0.228,49,2.94965577560769,321573.487604027,300204.538413393,-572.5059319791,2.94021542179,21176.7880793689,-634.8435067139,51.1114813537,11.2260933811,9.44230622399594e-05,0,0.464037122969838,0.018339932643098,3.464,0.16988324,0.441933880377735,0.0278535664,"diagnostic-k4","diagnostic-k4-49"
0.851601964197241,2,0.263,52,2.89561424130946,321396.978175485,299410.193991332,-534.7857957292,2.74091477159,21736.7179873302,-557.9663821704,17.3344133793,5.8461730619,8.17242549896632e-05,0,0.299670362601139,0.0113781403176318,4.949,0.22628323,0.528481224669081,0.0268717441,"diagnostic-k2","diagnostic-k2-52"
0.893596711310323,1,0.395,53,4.00259209875431,317274.133624341,299279.878083299,-712.485359502,3.08288751805,17804.0965856606,-751.60825609,33.5132467895,5.6096497985,9.8388777432077e-05,0,0.274047684297068,0.0115365577712813,4.41,0.20827067,0.640102473885139,0.0224818057,"diagnostic-k3","diagnostic-k3-53"
0.821304840711915,3,0.371,54,4.21524198937764,322523.555188258,299346.391917153,-530.2479875246,3.44698831726,22958.3137317226,-528.156230215,16.7936166868,-18.8853739964,9.16342780173596e-05,0,0.44404973357016,0.0147055796296342,2.987,0.11311061,0.455221575247879,0.023867681,"diagnostic-k3","diagnostic-k3-54"
0.912611994633386,2,0.252,55,2.40286970982655,321320.377485614,299323.61944702,-534.18561374627,3.49730301473,21749.1035646075,-564.7403503103,18.9560210083,11.59871555573,8.22141206928267e-05,0,0.26123301985371,0.00917042962296349,6.465,0.28052177,0.53200840015506,0.0243455132,"diagnostic-k3","diagnostic-k3-55"
0.824582982388429,1,0.294,56,4.78332003189836,317912.726034946,299764.841119844,-708.4553668318,2.74822740492,17992.5665015547,-760.7207185762,45.0881664409,7.1771853035,8.44235140198241e-05,0,0.389408099688474,0.0163421905178443,3.385,0.16715546,0.52571344292897,0.0250139949,"diagnostic-k4","diagnostic-k4-56"
0.728694584164008,3,0.342,57,1.98575140518801,322489.229708268,299367.877073679,-602.7377954725,4.87272726239,23009.3910152617,-594.9602757892,12.7008918827,-20.478411566,9.93355991077855e-05,0,0.477554918815664,0.0159941440806676,2.897,0.1131902,0.441540734200199,0.0243171043,"diagnostic-k3","diagnostic-k3-57"
0.848168016669299,3,0.391,58,4.84739961097838,322672.350523595,299973.638176575,-553.26143061616,2.7976674075,22525.1069624235,-537.8817304127,19.0716593385,-34.45135954196,6.96360588754229e-05,0,0.455580865603645,0.016515303421548,2.991,0.12649972,0.465496826355183,0.0254248803,"diagnostic-k4","diagnostic-k4-58"
0.933711127930341,1,0.221,59,4.84607962052549,318394.822313097,298927.83132678,-582.21751567298,3.23345049609,19166.5126712124,-619.97704360738,18.1441037089,19.6154242255,7.03762473676928e-05,0,0.192049164586134,0.00845095670191934,7.176,0.38008643,0.611681228887173,0.0245663453,"diagnostic-k2","diagnostic-k2-59"
0.873896905951028,1,0.209,60,4.86911085346618,318469.868877216,298924.381535782,-578.56262905753,3.16649000956,19242.6234024527,-615.56434820903,17.6513974068,19.3503217447,9.20416766359029e-05,0,0.221729490022173,0.00973336214699276,5.734,0.30638287,0.601645426333025,0.0240353054,"diagnostic-k2","diagnostic-k2-60"
0.757353967661981,1,0.342,61,1.86599839768136,317572.854595944,299288.285735333,-731.1321779522,4.53161536585,18120.6443355681,-772.118581262,30.474617318,10.5117859918,9.47907721691241e-05,0,0.29385836027035,0.0130698634734935,4.555,0.23094301,0.652734380795116,0.0231159341,"diagnostic-k3","diagnostic-k3-61"
0.797100872525413,1,0.347,62,2.21960288287951,317433.553954519,299578.718277926,-758.179167594,3.35439619805,17734.3798665569,-809.3126415054,50.820929863,0.312544048399996,8.93038254699401e-05,0,0.354484225451967,0.0152696512848315,4.155,0.20491132,0.598167777500634,0.0230397813,"diagnostic-k4","diagnostic-k4-62"
0.691190541534646,2,0.272,63,3.86352717907991,321521.314089875,299544.651276842,-512.7197955783,2.52016866251,21698.9322789056,-527.5166276726,16.2309351044,-1.4341030101,9.0167185515167e-05,0,0.398724082934609,0.0153187903842179,3.055,0.14162257,0.488246928538937,0.0276251428,"diagnostic-k2","diagnostic-k2-63"
0.874209823103369,1,0.373,64,2.26766957187365,317310.813464255,299476.177189503,-765.8613673932,3.25562000329,17713.8846131749,-809.6576211221,52.5020160538,-8.7057623249,8.23721766903832e-05,0,0.304136253041363,0.0133088793996335,4.843,0.23995485,0.635517913950576,0.0227322945,"diagnostic-k4","diagnostic-k4-64"
0.910719062414938,3,0.381,66,2.06455128021144,322309.236504044,299738.144401468,-639.45979435345,4.1394414595,22484.7019961042,-627.9266565536,19.4053770561,-30.93851485595,6.21197206787041e-05,0,0.388802488335925,0.0139453215338232,4.369,0.18103372,0.505905189389076,0.0244221272,"diagnostic-k4","diagnostic-k4-66"
0.960467130591576,2,0.238,68,3.86385770577384,321534.662467349,299288.514766305,-503.1197059755,2.7542541594,21961.1263019852,-526.2713266183,14.7604054204,8.3912152224,9.65555426762992e-05,0,0.222518914107699,0.00780026282808751,7.446,0.32173501,0.522068747280541,0.0258681918,"diagnostic-k2","diagnostic-k2-68"
0.786725937507341,2,0.377,69,4.71440729312559,321043.210637111,299497.053053948,-420.06143394949,3.24123123667,21152.0141077841,-470.971064944,22.8751815059,28.03444948861,6.77804264403229e-05,0,0.419463087248322,0.0142676247381183,2.921,0.11481118,0.489115803779071,0.0233099352,"diagnostic-k3","diagnostic-k3-69"
0.781323121007285,3,0.294,71,4.63380848850572,323016.715333465,299405.273745719,-520.11191294011,3.26127533794,23420.339318248,-500.4823247744,4.98454647179,-24.6141346375,9.74882136220723e-05,0,0.417188151856487,0.015892165610428,3.072,0.14000889,0.448505201501416,0.0293041967,"diagnostic-k2","diagnostic-k2-71"
0.806061532831309,1,0.389,73,4.43389107206811,317572.020646021,299469.345882895,-712.9255846339,3.26244687093,17926.8105274595,-740.4719812088,25.5907468766,1.9556496983,9.84993659273455e-05,0,0.292056074766355,0.0131946694648714,3.72,0.18925687,0.625590672217788,0.0238227772,"diagnostic-k3","diagnostic-k3-73"
0.829610150291297,1,0.348,74,2.35933894836073,317463.863112825,300084.442730453,-766.84183533904,3.06054019442,17276.9882315129,-819.2457172286,50.4954689785,1.90841291106,6.93962120250822e-05,0,0.386398763523957,0.0175988051445454,3.841,0.20153876,0.547678961709384,0.0252831539,"diagnostic-k4","diagnostic-k4-74"
0.756470361085878,1,0.311,75,3.16932869911391,317756.208786233,299944.867820084,-753.3524296206,2.6490882096,17699.2848846942,-802.1291579865,48.0142852719,0.762443093999995,8.35773355690417e-05,0,0.41649312786339,0.018375633627442,3.223,0.16608584,0.523907571755071,0.0249294143,"diagnostic-k4","diagnostic-k4-75"
0.93202829688799,2,0.225,76,4.47377519938488,321718.731105046,299495.786476634,-486.9893310751,2.89890363459,21928.9969751532,-513.8809400328,14.7722692876,12.1193396701,8.34863454942149e-05,0,0.240905805829921,0.00855272062212555,6.425,0.28428706,0.512373206771406,0.0273005696,"diagnostic-k2","diagnostic-k2-76"
0.758239003973091,3,0.309,77,3.08089518233694,322848.686541082,299433.804197741,-574.22654913651,3.51010767393,23283.3019168345,-553.4100427822,4.53669998709,-25.3532063414,9.58373900607952e-05,0,0.414593698175788,0.0163197267425694,3.244,0.15122342,0.464248179562942,0.0291622266,"diagnostic-k3","diagnostic-k3-77"
0.810738370707432,3,0.345,78,4.71534314037572,322743.534615922,299392.664970339,-489.1479502275,3.43190451107,23110.9360865276,-484.5476308054,13.5593545253,-18.1596739474,9.34903637158704e-05,0,0.451875282422051,0.0147879679931363,2.77,0.10599592,0.432731861631786,0.0248930104,"diagnostic-k3","diagnostic-k3-78"
0.907571376376832,3,0.296,79,3.097098187397,322865.53708723,299413.069180112,-579.08054242142,3.40104250269,23329.8519864805,-557.873321667,4.27447632268,-25.4816970771,9.93501497115552e-05,0,0.333444481493831,0.012829862923292,4.68,0.21421847,0.478763279984968,0.0294112424,"diagnostic-k2","diagnostic-k2-79"
0.903132284928992,1,0.285,81,2.48458050707788,318160.616435539,299153.831432677,-724.255768437,3.72974343156,18844.6952755145,-705.7454730917,13.5378667649,-32.0481621102,8.23691959351651e-05,0,0.220070422535211,0.0117125421347703,6.426,0.39087441,0.649907652020831,0.0287601297,"diagnostic-k3","diagnostic-k3-81"
0.847771280798287,3,0.281,82,4.68165786291263,323138.336916215,299320.285425005,-495.59705118017,3.23902049892,23601.9288404165,-485.0275733171,5.24537290103,-15.8148507641,9.24728718290242e-05,0,0.36697247706422,0.0138130769815079,3.591,0.16220132,0.45713158379598,0.0295940474,"diagnostic-k2","diagnostic-k2-82"
0.720113161862322,1,0.303,83,4.80319873086876,318040.317334596,299087.411200582,-665.9313357235,3.60487455706,18729.167811305,-685.6068912782,25.6597512685,-5.9841957138,9.72652326562917e-05,0,0.310173697270471,0.0135972659046634,3.386,0.16988631,0.617060626360729,0.0227128347,"diagnostic-k3","diagnostic-k3-83"
0.82754454032657,2,0.263,85,2.65639341506692,321327.242067619,299341.536070093,-536.22698783124,3.22672915536,21725.2213902781,-591.9638291394,29.2159717478,26.52086956036,9.94094624711807e-05,0,0.373692077727952,0.013170207240759,4.038,0.17075843,0.501840971158521,0.0247616442,"diagnostic-k4","diagnostic-k4-85"
0.906001596135887,1,0.306,86,2.83754840985938,318092.370488118,299291.05103568,-748.02542404565,2.73992647698,18664.3301647837,-726.2394243197,8.81146678455,-30.5974665105,8.53018371785354e-05,0,0.210084033613445,0.00948756527415144,6.226,0.32280986,0.653403776542144,0.0247093746,"diagnostic-k2","diagnostic-k2-86"
0.871402299504204,2,0.25,87,3.23247845513533,321445.481240872,299358.200149696,-517.5542106095,2.63203986814,21821.2660027008,-543.3676860023,17.6958588045,8.1176165883,9.31058955907967e-05,0,0.288850375505488,0.0102057728778347,5.163,0.2230547,0.521661692429692,0.0255478788,"diagnostic-k2","diagnostic-k2-87"
0.853332082244221,1,0.354,88,4.80435744701358,318029.45630656,299630.330396409,-637.9185655831,3.53755916833,18142.3230978304,-685.6852099629,41.4027486947,6.3638956851,8.34758260729036e-05,0,0.282645562464669,0.0115366965201812,4.168,0.19462673,0.635504568214514,0.0220104072,"diagnostic-k2","diagnostic-k2-88"
0.908938173133595,1,0.286,89,2.68516642729521,318155.415810734,299175.129081047,-693.93244977402,2.79169197305,18785.0729422493,-687.6840514725,7.04506582668,-13.2934641282,9.44107475583379e-05,0,0.198176773682124,0.0101121231079299,6.664,0.3960437,0.649269106695341,0.025781299,"diagnostic-k2","diagnostic-k2-89"
0.737889517529694,2,0.27,90,4.86257708053344,321486.697610351,300054.750937602,-480.47489463172,2.52278056233,21127.407990069,-550.6395860344,51.0436161563,19.12107524638,5.12185291841931e-05,0,0.500751126690035,0.0181880205664463,2.694,0.1180601,0.431808964650294,0.0253559337,"diagnostic-k4","diagnostic-k4-90"
0.862661566510598,3,0.312,91,3.66486333158359,322865.983515803,299369.122085726,-550.08384146372,3.60005588802,23327.8759080955,-528.2813255111,7.38380307028,-29.1863190229,9.99217129906433e-05,0,0.369549150036955,0.0139185721733724,3.951,0.17680066,0.479108592780141,0.0276898974,"diagnostic-k3","diagnostic-k3-91"
0.923125713817712,2,0.305,92,3.76529727978274,321311.207120124,299279.455040437,-488.9974167582,3.40358343746,21713.2029903602,-504.9152111592,17.9785377936,-2.0607433926,9.28170319643784e-05,0,0.304785126485827,0.011828663136239,4.947,0.22528099,0.528381879537578,0.0272067287,"diagnostic-k3","diagnostic-k3-92"
0.834453495634808,1,0.247,93,4.42479682951387,318285.484407125,299088.224718224,-606.81409570684,2.93878141212,18920.5557246239,-634.20549459714,14.9936843333,12.397714557,9.01277309474108e-05,0,0.245519273262951,0.0104112156047013,4.886,0.24546982,0.601384970256233,0.024472468,"diagnostic-k2","diagnostic-k2-93"
0.769762648836873,3,0.312,94,4.62921347619087,323134.118196038,299987.549336916,-567.90538980575,2.72377659686,23015.8507460951,-552.1574264057,3.78245596815,-19.5304193682,8.11971254331338e-05,0,0.446030330062444,0.0149689259926279,2.847,0.1169022,0.416301300848449,0.0264907433,"diagnostic-k2","diagnostic-k2-94"
0.866056971419285,1,0.355,95,2.06546322023032,317614.765499953,299270.573710125,-773.4642295356,3.55659970523,18222.5185969271,-802.0578881078,43.5594278853,-14.9657693131,9.39619727223994e-05,0,0.281293952180028,0.0121708911651492,5.077,0.24854662,0.654933221796509,0.0221796672,"diagnostic-k4","diagnostic-k4-95"
0.886952219027524,1,0.283,96,4.46173993819287,318292.073765027,299183.926659135,-634.97125257907,3.23995959863,18850.5858557884,-634.4051115322,8.93529069493,-9.5014317418,9.59653722403917e-05,0,0.214776632302406,0.00985574478591939,5.331,0.28362219,0.628666732335206,0.0252874442,"diagnostic-k2","diagnostic-k2-96"
0.901165004248472,2,0.29,97,4.84166564371449,321867.21281021,299597.088473062,-429.213785118,3.75656517995,21894.4546878198,-447.3301194953,15.8661860737,2.2501483036,9.30218969404689e-05,0,0.30441400304414,0.0115217599682677,4.438,0.19747273,0.509527221436877,0.0276875674,"diagnostic-k2","diagnostic-k2-97"
